attempt_id,order_id,attempt_number,attempt_date_time,attempt_status,remarks,otp_shared
ATT0018409,ORD0013736,1,29-07-2026 17:54,Delivered,Handed To Customer,
ATT0018410,ORD0013738,1,03-06-2026 14:52,Delivered,N/A,
ATT0018411,ORD0013739,1,12-03-2026 07:37,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018412,ORD0013739,2,15-03-2026 07:37,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018413,ORD0013740,1,16-04-2026 15:01,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018414,ORD0013740,2,17-04-2026 15:01,Delivered,N/A,N
ATT0018415,ORD0013741,1,09-06-2026 16:49,Delivered,Handed To Customer,Y
ATT0018416,ORD0013742,1,21-02-2026 18:32,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018417,ORD0013742,2,22-02-2026 18:32,Delivered,Handed To Customer,Y
ATT0018418,ORD0013743,1,17-03-2026 15:33,Delivered,Delivered Successfully,
ATT0018419,ORD0013744,1,05-03-2026 01:53,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018420,ORD0013745,1,20-03-2026 09:48,Delivered,N/A,
ATT0018421,ORD0013746,1,31-03-2026 17:59,Delivered,"Delivered, Otp Verified",
ATT0018422,ORD0013747,1,07-06-2026 00:33,Delivered,N/A,
ATT0018423,ORD0013748,1,15-05-2026 04:52,Delivered,Delivered Successfully,N
ATT0018424,ORD0013749,1,30-05-2026 09:46,Delivered,N/A,N
ATT0018425,ORD0013750,1,07-03-2026 00:08,Delivered,N/A,
ATT0018426,ORD0013751,1,06-03-2026 14:03,Delivered,Handed To Customer,
ATT0018427,ORD0013752,1,30-04-2026 03:28,Delivered,Handed To Customer,N
ATT0018428,ORD0013753,1,23-06-2026 22:27,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018429,ORD0013753,2,26-06-2026 22:27,Delivered,Delivered Successfully,
ATT0018430,ORD0013754,1,06-03-2026 10:27,Delivered,"Delivered, Otp Verified",
ATT0018431,ORD0013755,1,04-02-2026 15:00,Delivered,Delivered Successfully,
ATT0018432,ORD0013756,1,25-03-2026 00:19,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018433,ORD0013756,2,26-03-2026 00:19,Delivered,Delivered Successfully,Y
ATT0018434,ORD0013757,1,14-02-2026 17:59,Delivered,"Delivered, Otp Verified",
ATT0018435,ORD0013758,1,20-02-2026 18:59,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018436,ORD0013758,2,21-02-2026 18:59,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018437,ORD0013758,3,23-02-2026 18:59,Out of Delivery Area," Pin Not Fully Serviceable, Ofd Delay ",
ATT0018438,ORD0013759,1,09-02-2026 20:26,Delivered,Delivered Successfully,
ATT0018439,ORD0013760,1,28-03-2026 04:41,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018440,ORD0013761,1,19-04-2026 18:24,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018441,ORD0013761,2,22-04-2026 18:24,Delivered,Handed To Customer,Y
ATT0018442,ORD0013762,1,24-04-2026 13:04,Delivered,N/A,
ATT0018443,ORD0013763,1,12-03-2026 01:27,Refused - Changed Mind,Customer  Said  Dont  Want  It  Anymore,
ATT0018444,ORD0013763,2,13-03-2026 01:27,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018445,ORD0013764,1,06-06-2026 13:37,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018446,ORD0013764,2,07-06-2026 13:37,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018447,ORD0013765,1,25-04-2026 19:59,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0018448,ORD0013765,2,27-04-2026 19:59,Delivered,N/A,
ATT0018449,ORD0013766,1,07-03-2026 16:30,Delivered,Delivered Successfully,
ATT0018450,ORD0013767,1,28-05-2026 09:40,Delivered,Delivered Successfully,
ATT0018451,ORD0013768,1,18-04-2026 20:46,Delivered,"Delivered, Otp Verified",
ATT0018452,ORD0013769,1,17-04-2026 20:04,Delivered,N/A,
ATT0018453,ORD0013770,1,08-05-2026 22:47,Delivered,"Delivered, Otp Verified",
ATT0018454,ORD0013771,1,23-05-2026 05:49,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018455,ORD0013771,2,24-05-2026 05:49,Delivered,N/A,
ATT0018456,ORD0013772,1,21-06-2026 23:50,Refused - COD Amount Not Ready,"Customer  Not  Ready  With  Cash,  Asked  To  Reattempt",
ATT0018457,ORD0013772,2,22-06-2026 23:50,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018458,ORD0013772,3,23-06-2026 23:50,Delivered,Handed To Customer,Y
ATT0018459,ORD0013773,1,02-05-2026 16:02,Delivered,"Delivered, Otp Verified",N
ATT0018460,ORD0013774,1,21-05-2026 23:50,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018461,ORD0013774,2,23-05-2026 23:50,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018462,ORD0013774,3,24-05-2026 23:50,Delivered,Delivered Successfully,Y
ATT0018463,ORD0013775,1,24-04-2026 19:01,Delivered,N/A,
ATT0018464,ORD0013776,1,18-04-2026 14:51,Delivered,Handed To Customer,
ATT0018465,ORD0013777,1,29-05-2026 08:49,Delivered,Handed To Customer,Y
ATT0018466,ORD0013778,1,11-03-2026 10:15,Delivered,"Delivered, Otp Verified",
ATT0018467,ORD0013779,1,09-03-2026 21:05,Delivered,Delivered Successfully,Y
ATT0018468,ORD0013780,1,04-04-2026 20:45,Delivered,"Delivered, Otp Verified",
ATT0018469,ORD0013781,1,09-06-2026 05:12,Delivered,"Delivered, Otp Verified",
ATT0018470,ORD0013782,1,08-07-2026 19:29,Delivered,Delivered Successfully,
ATT0018471,ORD0013783,1,08-06-2026 11:52,Delivered,N/A,
ATT0018472,ORD0013784,1,18-02-2026 06:45,Delivered,Handed To Customer,Y
ATT0018473,ORD0013785,1,06-07-2026 10:18,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018474,ORD0013786,1,20-02-2026 23:59,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018475,ORD0013786,2,23-02-2026 23:59,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018476,ORD0013786,3,25-02-2026 23:59,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018477,ORD0013786,4,28-02-2026 23:59,Delivered,Handed To Customer,Y
ATT0018478,ORD0013787,1,05-03-2026 09:07,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018479,ORD0013788,1,23-05-2026 15:23,Delivered,"Delivered, Otp Verified",
ATT0018480,ORD0013789,1,08-05-2026 05:04,Delivered,Handed To Customer,
ATT0018481,ORD0013790,1,16-04-2026 20:54,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018482,ORD0013791,1,05-02-2026 09:53,Delivered,Delivered Successfully,
ATT0018483,ORD0013792,1,20-04-2026 15:36,Delivered,Handed To Customer,
ATT0018484,ORD0013793,1,01-05-2026 04:49,Delivered,Handed To Customer,
ATT0018485,ORD0013794,1,09-03-2026 15:27,Delivered,"Delivered, Otp Verified",
ATT0018486,ORD0013795,1,11-07-2026 06:10,Delivered,Delivered Successfully,
ATT0018487,ORD0013797,1,07-07-2026 12:44,Delivered,"Delivered, Otp Verified",
ATT0018488,ORD0013798,1,12-04-2026 10:31,Delivered,Handed To Customer,
ATT0018489,ORD0013799,1,16-05-2026 11:49,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018490,ORD0013799,2,17-05-2026 11:49,Delivered,Delivered Successfully,
ATT0018491,ORD0013800,1,13-04-2026 09:32,Delivered,"Delivered, Otp Verified",
ATT0018492,ORD0013801,1,14-05-2026 15:51,Delivered,Delivered Successfully,
ATT0018493,ORD0013802,1,12-04-2026 02:33,Delivered,Handed To Customer,N
ATT0018494,ORD0013803,1,12-03-2026 00:38,Delivered,Handed To Customer,
ATT0018495,ORD0013804,1,13-06-2026 00:16,Delivered,Handed To Customer,
ATT0018496,ORD0013805,1,12-07-2026 03:40,Delivered,N/A,
ATT0018497,ORD0013806,1,08-03-2026 08:07,Delivered,Delivered Successfully,Y
ATT0018498,ORD0013808,1,06-05-2026 16:46,Refused - Changed Mind, Customer Said Dont Want It Anymore ,
ATT0018499,ORD0013808,2,08-05-2026 16:46,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018500,ORD0013808,3,09-05-2026 16:46,Delivered,"Delivered, Otp Verified",Y
ATT0018501,ORD0013809,1,24-06-2026 13:27,Delivered,Delivered Successfully,Y
ATT0018502,ORD0013810,1,14-04-2026 14:02,Delivered,"Delivered, Otp Verified",
ATT0018503,ORD0013811,1,03-05-2026 22:59,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018504,ORD0013811,2,05-05-2026 22:59,Delivered,"Delivered, Otp Verified",Y
ATT0018505,ORD0013812,1,28-05-2026 10:39,Delivered,Handed To Customer,
ATT0018506,ORD0013813,1,22-02-2026 10:52,Delivered,N/A,
ATT0018507,ORD0013814,1,09-03-2026 19:31,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018508,ORD0013814,2,12-03-2026 19:31,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018509,ORD0013815,1,24-04-2026 06:41,Delivered,"Delivered, Otp Verified",N
ATT0018510,ORD0013817,1,05-03-2026 12:18,Delivered,Handed To Customer,
ATT0018511,ORD0013818,1,21-02-2026 09:23,Delivered,N/A,N
ATT0018512,ORD0013819,1,30-06-2026 15:48,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018513,ORD0013819,2,01-07-2026 15:48,Delivered,Delivered Successfully,
ATT0018514,ORD0013820,1,24-02-2026 15:57,Delivered,Handed To Customer,
ATT0018515,ORD0013821,1,12-07-2026 03:32,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018516,ORD0013821,2,14-07-2026 03:32,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018517,ORD0013821,3,16-07-2026 03:32,Delivered,N/A,N
ATT0018518,ORD0013822,1,13-04-2026 10:07,Delivered,N/A,
ATT0018519,ORD0013823,1,30-07-2026 16:44,Delivered,N/A,Y
ATT0018520,ORD0013824,1,27-06-2026 19:39,Delivered,Delivered Successfully,
ATT0018521,ORD0013825,1,09-03-2026 12:14,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018522,ORD0013825,2,11-03-2026 12:14,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018523,ORD0013825,3,13-03-2026 12:14,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018524,ORD0013825,4,16-03-2026 12:14,Delivered,Delivered Successfully,Y
ATT0018525,ORD0013826,1,19-03-2026 23:40,Delivered,"Delivered, Otp Verified",N
ATT0018526,ORD0013827,1,15-05-2026 13:32,Delivered,Delivered Successfully,
ATT0018527,ORD0013828,1,05-07-2026 10:39,Delivered,N/A,
ATT0018528,ORD0013829,1,16-07-2026 15:24,Delivered,"Delivered, Otp Verified",Y
ATT0018529,ORD0013830,1,29-05-2026 06:40,Delivered,Delivered Successfully,
ATT0018530,ORD0013831,1,20-02-2026 11:00,Delivered,"Delivered, Otp Verified",
ATT0018531,ORD0013832,1,19-04-2026 22:03,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018532,ORD0013832,2,20-04-2026 22:03,Delivered,N/A,
ATT0018533,ORD0013833,1,17-07-2026 09:25,Delivered,Delivered Successfully,
ATT0018534,ORD0013834,1,12-06-2026 00:02,Delivered,Delivered Successfully,
ATT0018535,ORD0013835,1,16-04-2026 16:03,Refused - Changed Mind,Customer  Said  Dont  Want  It  Anymore,
ATT0018536,ORD0013835,2,19-04-2026 16:03,Delivered,Delivered Successfully,
ATT0018537,ORD0013836,1,30-05-2026 15:30,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018538,ORD0013836,2,01-06-2026 15:30,Delivered,Delivered Successfully,
ATT0018539,ORD0013837,1,27-03-2026 20:53,Delivered,Handed To Customer,Y
ATT0018540,ORD0013838,1,22-05-2026 02:44,Delivered,"Delivered, Otp Verified",
ATT0018541,ORD0013839,1,03-03-2026 22:58,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018542,ORD0013839,2,06-03-2026 22:58,Delivered,N/A,N
ATT0018543,ORD0013840,1,02-03-2026 23:29,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018544,ORD0013840,2,04-03-2026 23:29,Delivered,Handed To Customer,
ATT0018545,ORD0013841,1,20-06-2026 21:00,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018546,ORD0013841,2,21-06-2026 21:00,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018547,ORD0013841,3,23-06-2026 21:00,Delivered,Handed To Customer,Y
ATT0018548,ORD0013842,1,06-07-2026 11:23,Delivered,Delivered Successfully,N
ATT0018549,ORD0013843,1,18-06-2026 13:02,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018550,ORD0013843,2,19-06-2026 13:02,Customer Not Available,"Cust  Nt  Avl,  Will  Retry  Next  Day",
ATT0018551,ORD0013843,3,20-06-2026 13:02,Delivered,"Delivered, Otp Verified",Y
ATT0018552,ORD0013844,1,29-03-2026 01:08,Delivered,"Delivered, Otp Verified",
ATT0018553,ORD0013845,1,04-07-2026 00:19,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018554,ORD0013845,2,05-07-2026 00:19,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018555,ORD0013845,3,06-07-2026 00:19,Delivered,N/A,Y
ATT0018556,ORD0013846,1,18-04-2026 12:02,Delivered,Handed To Customer,
ATT0018557,ORD0013847,1,30-05-2026 13:58,Delivered,Handed To Customer,
ATT0018558,ORD0013848,1,12-04-2026 05:33,Delivered,"Delivered, Otp Verified",
ATT0018559,ORD0013849,1,15-04-2026 11:43,Delivered,Handed To Customer,
ATT0018560,ORD0013850,1,09-05-2026 02:42,Delivered,"Delivered, Otp Verified",N
ATT0018561,ORD0013851,1,09-05-2026 19:14,Delivered,Delivered Successfully,
ATT0018562,ORD0013852,1,29-04-2026 11:14,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018563,ORD0013852,2,01-05-2026 11:14,Delivered,Delivered Successfully,Y
ATT0018564,ORD0013853,1,11-06-2026 13:48,Delivered,Delivered Successfully,
ATT0018565,ORD0013854,1,26-04-2026 13:00,Delivered,Handed To Customer,
ATT0018566,ORD0013855,1,02-08-2026 18:39,Delivered,Handed To Customer,Y
ATT0018567,ORD0013856,1,12-03-2026 12:52,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018568,ORD0013856,2,15-03-2026 12:52,Address Not Found, Wrong Addr / No Such Person At Location ,
ATT0018569,ORD0013856,3,18-03-2026 12:52,Delivered,Handed To Customer,N
ATT0018570,ORD0013857,1,04-02-2026 19:11,Delivered,Delivered Successfully,N
ATT0018571,ORD0013858,1,08-04-2026 13:11,Rescheduled by Customer, Cust Asked To Deliver On Weekend ,
ATT0018572,ORD0013858,2,11-04-2026 13:11,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018573,ORD0013859,1,02-04-2026 02:25,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018574,ORD0013859,2,04-04-2026 02:25,Delivered,"Delivered, Otp Verified",
ATT0018575,ORD0013860,1,24-04-2026 21:02,Delivered,Delivered Successfully,
ATT0018576,ORD0013861,1,10-07-2026 13:18,Delivered,"Delivered, Otp Verified",
ATT0018577,ORD0013862,1,13-04-2026 13:03,Delivered,Handed To Customer,
ATT0018578,ORD0013863,1,08-03-2026 04:12,Delivered,Delivered Successfully,Y
ATT0018579,ORD0013864,1,02-04-2026 13:01,Delivered,"Delivered, Otp Verified",N
ATT0018580,ORD0013865,1,29-05-2026 05:34,Delivered,"Delivered, Otp Verified",N
ATT0018581,ORD0013866,1,24-04-2026 07:57,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018582,ORD0013867,1,21-07-2026 00:37,Delivered,Delivered Successfully,
ATT0018583,ORD0013868,1,24-07-2026 09:06,Delivered,Handed To Customer,
ATT0018584,ORD0013869,1,10-04-2026 11:34,Delivered,Delivered Successfully,
ATT0018585,ORD0013870,1,13-04-2026 08:27,Delivered,N/A,Y
ATT0018586,ORD0013871,1,06-04-2026 00:48,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018587,ORD0013871,2,09-04-2026 00:48,Delivered,"Delivered, Otp Verified",Y
ATT0018588,ORD0013872,1,04-08-2026 11:03,Delivered,Delivered Successfully,
ATT0018589,ORD0013873,1,02-06-2026 22:05,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018590,ORD0013873,2,04-06-2026 22:05,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018591,ORD0013873,3,07-06-2026 22:05,Delivered,Handed To Customer,
ATT0018592,ORD0013874,1,14-04-2026 06:47,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018593,ORD0013874,2,15-04-2026 06:47,Delivered,"Delivered, Otp Verified",N
ATT0018594,ORD0013875,1,16-04-2026 18:30,Delivered,N/A,
ATT0018595,ORD0013878,1,25-04-2026 12:35,Customer Not Available,"Cust  Nt  Avl,  Will  Retry  Next  Day",
ATT0018596,ORD0013878,2,26-04-2026 12:35,Delivered,Delivered Successfully,
ATT0018597,ORD0013879,1,14-03-2026 14:56,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018598,ORD0013879,2,15-03-2026 14:56,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018599,ORD0013880,1,07-03-2026 22:51,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018600,ORD0013881,1,17-06-2026 05:08,Delivered,Handed To Customer,
ATT0018601,ORD0013882,1,21-05-2026 07:11,Delivered,Delivered Successfully,
ATT0018602,ORD0013883,1,21-06-2026 03:32,Delivered,Delivered Successfully,Y
ATT0018603,ORD0013884,1,20-05-2026 16:34,Delivered,"Delivered, Otp Verified",
ATT0018604,ORD0013885,1,27-05-2026 23:47,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018605,ORD0013885,2,28-05-2026 23:47,Out of Delivery Area," Pin Not Fully Serviceable, Ofd Delay ",
ATT0018606,ORD0013886,1,02-06-2026 22:11,Delivered,Delivered Successfully,
ATT0018607,ORD0013887,1,10-02-2026 18:39,Delivered,N/A,Y
ATT0018608,ORD0013888,1,26-04-2026 13:59,Delivered,Delivered Successfully,
ATT0018609,ORD0013889,1,23-03-2026 21:36,Delivered,Handed To Customer,
ATT0018610,ORD0013890,1,13-05-2026 20:25,Delivered,N/A,Y
ATT0018611,ORD0013891,1,17-05-2026 21:53,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018612,ORD0013892,1,01-06-2026 06:12,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018613,ORD0013892,2,02-06-2026 06:12,Delivered,Handed To Customer,Y
ATT0018614,ORD0013893,1,01-04-2026 19:51,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018615,ORD0013893,2,04-04-2026 19:51,Delivered,"Delivered, Otp Verified",Y
ATT0018616,ORD0013894,1,18-04-2026 13:08,Address Not Found,Wrong  Addr  /  No  Such  Person  At  Location,
ATT0018617,ORD0013894,2,20-04-2026 13:08,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018618,ORD0013894,3,23-04-2026 13:08,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018619,ORD0013896,1,08-05-2026 15:51,Delivered,N/A,Y
ATT0018620,ORD0013897,1,24-03-2026 05:33,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018621,ORD0013897,2,26-03-2026 05:33,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018622,ORD0013897,3,27-03-2026 05:33,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018623,ORD0013898,1,31-05-2026 12:34,Delivered,N/A,
ATT0018624,ORD0013899,1,28-05-2026 13:13,Delivered,Delivered Successfully,
ATT0018625,ORD0013900,1,05-03-2026 11:38,Delivered,N/A,
ATT0018626,ORD0013901,1,31-05-2026 07:27,Delivered,N/A,N
ATT0018627,ORD0013902,1,16-03-2026 19:42,Delivered,Handed To Customer,
ATT0018628,ORD0013903,1,11-07-2026 07:28,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018629,ORD0013903,2,12-07-2026 07:28,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018630,ORD0013903,3,14-07-2026 07:28,Delivered,"Delivered, Otp Verified",
ATT0018631,ORD0013904,1,17-07-2026 11:57,Refused - COD Amount Not Ready,"Customer Not Ready With Cash, Asked To Reattempt",
ATT0018632,ORD0013904,2,19-07-2026 11:57,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018633,ORD0013904,3,21-07-2026 11:57,Delivered,N/A,
ATT0018634,ORD0013905,1,06-06-2026 16:00,Delivered,N/A,
ATT0018635,ORD0013907,1,26-03-2026 04:13,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018636,ORD0013907,2,28-03-2026 04:13,Delivered,"Delivered, Otp Verified",
ATT0018637,ORD0013908,1,28-05-2026 16:49,Delivered,"Delivered, Otp Verified",
ATT0018638,ORD0013909,1,15-02-2026 16:16,Delivered,Handed To Customer,Y
ATT0018639,ORD0013910,1,07-04-2026 18:22,Delivered,N/A,
ATT0018640,ORD0013911,1,27-07-2026 17:11,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018641,ORD0013911,2,30-07-2026 17:11,Delivered,N/A,
ATT0018642,ORD0013913,1,20-05-2026 12:04,Delivered,N/A,
ATT0018643,ORD0013914,1,02-07-2026 09:11,Delivered,Delivered Successfully,
ATT0018644,ORD0013915,1,24-05-2026 05:25,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018645,ORD0013915,2,26-05-2026 05:25,Delivered,N/A,
ATT0018646,ORD0013917,1,26-05-2026 18:28,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018647,ORD0013918,1,12-07-2026 07:01,Delivered,"Delivered, Otp Verified",
ATT0018648,ORD0013919,1,03-08-2026 23:40,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018649,ORD0013919,2,04-08-2026 23:40,Delivered,Handed To Customer,
ATT0018650,ORD0013920,1,31-05-2026 07:39,Delivered,"Delivered, Otp Verified",
ATT0018651,ORD0013921,1,09-04-2026 04:30,Delivered,Delivered Successfully,
ATT0018652,ORD0013922,1,27-05-2026 14:16,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018653,ORD0013922,2,28-05-2026 14:16,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018654,ORD0013923,1,21-04-2026 11:31,Delivered,Handed To Customer,
ATT0018655,ORD0013924,1,11-05-2026 21:29,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018656,ORD0013924,2,12-05-2026 21:29,Delivered,N/A,
ATT0018657,ORD0013925,1,09-07-2026 18:03,Customer Not Available," Cust Nt Avl, Will Retry Next Day ",
ATT0018658,ORD0013925,2,12-07-2026 18:03,Delivered,N/A,
ATT0018659,ORD0013926,1,15-04-2026 11:47,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018660,ORD0013926,2,16-04-2026 11:47,Delivered,N/A,Y
ATT0018661,ORD0013927,1,11-03-2026 16:59,Delivered,Handed To Customer,Y
ATT0018662,ORD0013928,1,02-06-2026 08:59,Delivered,Handed To Customer,Y
ATT0018663,ORD0013929,1,14-04-2026 15:52,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018664,ORD0013929,2,15-04-2026 15:52,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018665,ORD0013929,3,18-04-2026 15:52,Delivered,Delivered Successfully,Y
ATT0018666,ORD0013930,1,27-05-2026 22:37,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018667,ORD0013930,2,29-05-2026 22:37,Delivered,N/A,Y
ATT0018668,ORD0013931,1,09-06-2026 08:37,Delivered,Handed To Customer,Y
ATT0018669,ORD0013932,1,28-03-2026 12:27,Delivered,N/A,
ATT0018670,ORD0013933,1,03-07-2026 10:30,Customer Not Available,"Cust Nt Avl, Will Retry Next Day",
ATT0018671,ORD0013933,2,04-07-2026 10:30,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018672,ORD0013933,3,07-07-2026 10:30,Delivered,Delivered Successfully,
ATT0018673,ORD0013934,1,15-07-2026 20:18,Out of Delivery Area,"Pin  Not  Fully  Serviceable,  Ofd  Delay",
ATT0018674,ORD0013935,1,27-05-2026 06:15,Delivered,Delivered Successfully,
ATT0018675,ORD0013936,1,11-07-2026 13:43,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018676,ORD0013937,1,25-06-2026 20:03,Delivered,Handed To Customer,Y
ATT0018677,ORD0013938,1,14-05-2026 23:46,Delivered,Handed To Customer,
ATT0018678,ORD0013939,1,30-05-2026 20:15,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018679,ORD0013939,2,02-06-2026 20:15,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018680,ORD0013939,3,05-06-2026 20:15,Delivered,N/A,N
ATT0018681,ORD0013940,1,10-05-2026 11:49,Out of Delivery Area,"Pin Not Fully Serviceable, Ofd Delay",
ATT0018682,ORD0013940,2,13-05-2026 11:49,Delivered,N/A,N
ATT0018683,ORD0013941,1,20-03-2026 23:52,Delivered,Handed To Customer,
ATT0018684,ORD0013942,1,13-06-2026 13:46,Delivered,N/A,
ATT0018685,ORD0013943,1,11-07-2026 07:43,Rescheduled by Customer,Cust Asked To Deliver On Weekend,
ATT0018686,ORD0013943,2,13-07-2026 07:43,Address Not Found,Wrong Addr / No Such Person At Location,
ATT0018687,ORD0013943,3,16-07-2026 07:43,Delivered,N/A,N
ATT0018688,ORD0013944,1,13-05-2026 08:07,Delivered,Delivered Successfully,
ATT0018689,ORD0013945,1,28-05-2026 06:21,Delivered,Handed To Customer,
ATT0018690,ORD0013946,1,03-03-2026 02:58,Delivered,Delivered Successfully,Y
ATT0018691,ORD0013947,1,04-07-2026 02:54,Delivered,Handed To Customer,
ATT0018692,ORD0013948,1,01-05-2026 04:27,Delivered,Delivered Successfully,
ATT0018693,ORD0013949,1,02-06-2026 10:17,Delivered,N/A,
ATT0018694,ORD0013950,1,16-04-2026 07:19,Delivered,"Delivered, Otp Verified",
ATT0018695,ORD0013951,1,08-07-2026 08:21,Delivered,"Delivered, Otp Verified",Y
ATT0018696,ORD0013952,1,22-05-2026 13:44,Delivered,Delivered Successfully,
ATT0018697,ORD0013953,1,22-06-2026 13:31,Delivered,Handed To Customer,
ATT0018698,ORD0013954,1,10-07-2026 22:06,Refused - Changed Mind,Customer Said Dont Want It Anymore,
ATT0018699,ORD0013954,2,11-07-2026 22:06,Delivered,"Delivered, Otp Verified",
ATT0018700,ORD0013955,1,03-06-2026 16:37,Delivered,N/A,Y
ATT0018701,ORD0013956,1,13-04-2026 07:50,Rescheduled by Customer, Cust Asked To Deliver On Weekend ,
